E M
-2.75 1.22474
-2.87215 0.111079
-2.98859 -0.530872
-2.86263 -0.54451
-2.76284 -0.215431
-2.68693 0.22248
-2.62912 0.667343
-2.58434 1.0864
-2.54894 0.976356
-2.52037 0.619951
-2.4969 0.289743
-2.4773 -0.0184514
-2.46069 -0.308272
-2.44644 -0.582722
-2.43409 -0.84424
-2.42327 -1.09479
-2.41372 -1.33597
-2.40522 -1.56908
-2.39761 -1.79517
-2.39075 -2.01513
-2.38454 -2.2297
-2.37888 -2.43948
-2.37371 -2.645
-2.36897 -2.84669
-2.36459 -3.04495
-2.36054 -3.2401
-2.35679 -3.43242
-2.3533 -3.62216
-2.35004 -3.80953
-2.347 -3.99474
-2.34414 -4.17795
-2.34146 -4.3593
-2.33893 -4.53895
-2.33655 -4.71699
-2.3343 -4.89356
-2.33217 -5.06873
-2.33016 -5.24261
-2.32824 -5.41527
-2.32642 -5.58678
-2.32469 -5.75721
-2.32303 -5.92663
-2.32146 -6.09509
-2.31995 -6.26264
-2.31851 -6.42932
-2.31713 -6.59519
-2.31581 -6.76028
-2.31454 -6.92463
-2.31332 -7.08828
-2.31215 -7.25125
-2.31103 -7.41358
-2.30994 -7.5753
-2.3089 -7.73643
-2.30789 -7.89701
-2.30692 -8.05704
-2.30598 -8.21655
-2.30508 -8.37557
-2.3042 -8.53411
-2.30336 -8.69219
-2.30254 -8.84983
-2.30175 -9.00705
-2.30098 -9.16385
-2.30023 -9.32026
-2.29951 -9.47628
-2.29881 -9.63194
-2.29813 -9.78724
-2.29747 -9.9422
-2.29683 -10.0968
-2.2962 -10.2511
-2.29559 -10.4051
-2.295 -10.5588
-2.29443 -10.7122
-2.29387 -10.8653
-2.29332 -11.0181
-2.29279 -11.1706
-2.29227 -11.3229
-2.29177 -11.475
-2.29128 -11.6268
-2.2908 -11.7783
-2.29033 -11.9296
-2.28987 -12.0807
-2.28942 -12.2316
-2.28899 -12.3823
-2.28856 -12.5327
-2.28814 -12.6829
-2.28773 -12.833
-2.28733 -12.9828
-2.28694 -13.1325
-2.28656 -13.2819
-2.28619 -13.4312
-2.28582 -13.5803
-2.28546 -13.7292
-2.28511 -13.878
-2.28477 -14.0266
-2.28443 -14.175
-2.2841 -14.3233
-2.28378 -14.4714
-2.28346 -14.6194
-2.28315 -14.7672
-2.28284 -14.9149
-2.28254 -15.0624
