nsteps X Y Vx Vy
10000 1 0 0 1.3784
10000 1 0.068651 -0.052381 1.3784
10000 0.997391 0.137302 -0.104356 1.37509
10000 0.992194 0.205788 -0.155425 1.36855
10000 0.984453 0.273948 -0.205124 1.3589
10000 0.974237 0.341628 -0.253047 1.34635
10000 0.961634 0.408682 -0.298855 1.33113
10000 0.946749 0.474979 -0.342284 1.3135
10000 0.929702 0.540397 -0.383144 1.29377
10000 0.91062 0.604832 -0.421319 1.27223
10000 0.889636 0.668196 -0.456757 1.24922
10000 0.866888 0.730412 -0.489461 1.22502
10000 0.84251 0.791424 -0.519483 1.19995
10000 0.816637 0.851187 -0.546909 1.17426
10000 0.789399 0.909671 -0.571851 1.14822
10000 0.760918 0.966858 -0.594443 1.12202
10000 0.731312 1.02274 -0.614828 1.09588
10000 0.700691 1.07732 -0.633155 1.06993
10000 0.669157 1.13061 -0.649574 1.04432
10000 0.636805 1.18262 -0.664234 1.01915
10000 0.603723 1.23338 -0.677278 0.994513
10000 0.569991 1.28291 -0.688842 0.970464
10000 0.535684 1.33124 -0.699056 0.947053
10000 0.500868 1.37841 -0.70804 0.924313
10000 0.465604 1.42445 -0.715907 0.902264
10000 0.429948 1.46938 -0.722761 0.880916
10000 0.393952 1.51326 -0.728697 0.860271
10000 0.357659 1.5561 -0.733801 0.840325
10000 0.321112 1.59795 -0.738154 0.821068
10000 0.284349 1.63885 -0.741829 0.802487
10000 0.247402 1.67881 -0.744891 0.784565
10000 0.210303 1.71789 -0.747401 0.767285
10000 0.173079 1.7561 -0.749412 0.750624
10000 0.135755 1.79349 -0.750974 0.734564
10000 0.098353 1.83007 -0.752131 0.719081
10000 0.0608934 1.86589 -0.752924 0.704155
10000 0.0233943 1.90096 -0.753388 0.689762
10000 -0.0141279 1.93531 -0.753557 0.675883
10000 -0.0516585 1.96897 -0.75346 0.662494
10000 -0.0891843 2.00197 -0.753125 0.649577
10000 -0.126693 2.03432 -0.752574 0.63711
10000 -0.164175 2.06605 -0.751831 0.625075
10000 -0.20162 2.09718 -0.750915 0.613453
10000 -0.239019 2.12773 -0.749844 0.602225
10000 -0.276365 2.15773 -0.748635 0.591375
10000 -0.31365 2.18718 -0.747301 0.580886
10000 -0.350869 2.21611 -0.745856 0.570743
10000 -0.388016 2.24454 -0.744312 0.56093
10000 -0.425086 2.27247 -0.74268 0.551433
10000 -0.462075 2.29994 -0.74097 0.542238
10000 -0.498979 2.32694 -0.73919 0.533333
10000 -0.535794 2.35351 -0.737349 0.524705
10000 -0.572518 2.37964 -0.735454 0.516342
10000 -0.609147 2.40536 -0.733512 0.508234
10000 -0.645679 2.43067 -0.731529 0.500369
10000 -0.682112 2.45559 -0.72951 0.492737
10000 -0.718445 2.48013 -0.72746 0.485329
10000 -0.754676 2.5043 -0.725384 0.478135
10000 -0.790804 2.52811 -0.723286 0.471148
10000 -0.826827 2.55158 -0.721169 0.464358
10000 -0.862744 2.57471 -0.719037 0.457757
10000 -0.898556 2.59751 -0.716892 0.451339
