nsteps X Y Vx Vy
10000 1 0 0 1.14018
10000 1 0.00307028 -0.00268918 1.14017
10000 0.999993 0.00614055 -0.0053783 1.14016
10000 0.999978 0.00921078 -0.00806733 1.14014
10000 0.999957 0.012281 -0.0107562 1.14011
10000 0.999928 0.0153511 -0.013445 1.14007
10000 0.999891 0.0184211 -0.0161335 1.14003
10000 0.999848 0.0214909 -0.0188218 1.13997
10000 0.999797 0.0245607 -0.0215098 1.13991
10000 0.999739 0.0276303 -0.0241975 1.13984
10000 0.999674 0.0306996 -0.0268848 1.13976
10000 0.999602 0.0337688 -0.0295717 1.13968
10000 0.999522 0.0368377 -0.0322583 1.13958
10000 0.999435 0.0399064 -0.0349443 1.13948
10000 0.999341 0.0429748 -0.0376299 1.13937
10000 0.99924 0.0460429 -0.0403149 1.13925
10000 0.999131 0.0491107 -0.0429993 1.13912
10000 0.999016 0.0521781 -0.0456831 1.13898
10000 0.998892 0.0552452 -0.0483663 1.13884
10000 0.998762 0.0583119 -0.0510488 1.13869
10000 0.998625 0.0613782 -0.0537306 1.13853
10000 0.99848 0.064444 -0.0564116 1.13836
10000 0.998328 0.0675094 -0.0590918 1.13818
10000 0.998169 0.0705743 -0.0617712 1.13799
10000 0.998003 0.0736387 -0.0644497 1.1378
10000 0.997829 0.0767026 -0.0671273 1.1376
10000 0.997648 0.0797659 -0.069804 1.13739
10000 0.99746 0.0828287 -0.0724797 1.13717
10000 0.997265 0.0858909 -0.0751544 1.13695
10000 0.997063 0.0889525 -0.077828 1.13671
10000 0.996853 0.0920134 -0.0805005 1.13647
10000 0.996637 0.0950737 -0.0831719 1.13622
10000 0.996413 0.0981333 -0.0858422 1.13596
10000 0.996181 0.101192 -0.0885112 1.13569
10000 0.995943 0.10425 -0.091179 1.13542
10000 0.995698 0.107308 -0.0938456 1.13513
10000 0.995445 0.110365 -0.0965108 1.13484
10000 0.995185 0.113421 -0.0991747 1.13454
10000 0.994918 0.116476 -0.101837 1.13423
10000 0.994644 0.11953 -0.104498 1.13392
10000 0.994362 0.122583 -0.107158 1.1336
10000 0.994074 0.125636 -0.109816 1.13326
10000 0.993778 0.128688 -0.112473 1.13292
10000 0.993475 0.131738 -0.115128 1.13258
10000 0.993165 0.134788 -0.117782 1.13222
10000 0.992848 0.137837 -0.120433 1.13186
10000 0.992524 0.140885 -0.123084 1.13148
10000 0.992192 0.143932 -0.125732 1.1311
10000 0.991854 0.146978 -0.128379 1.13072
10000 0.991508 0.150022 -0.131024 1.13032
10000 0.991155 0.153066 -0.133667 1.12992
10000 0.990795 0.156109 -0.136309 1.1295
10000 0.990428 0.15915 -0.138948 1.12908
10000 0.990054 0.162191 -0.141586 1.12866
10000 0.989673 0.16523 -0.144221 1.12822
10000 0.989284 0.168268 -0.146855 1.12778
10000 0.988889 0.171305 -0.149487 1.12732
10000 0.988486 0.174341 -0.152116 1.12686
10000 0.988077 0.177375 -0.154744 1.1264
10000 0.98766 0.180408 -0.157369 1.12592
10000 0.987236 0.18344 -0.159993 1.12544
10000 0.986805 0.186471 -0.162614 1.12495
10000 0.986368 0.1895 -0.165233 1.12445
10000 0.985923 0.192528 -0.167849 1.12394
10000 0.985471 0.195555 -0.170464 1.12343
10000 0.985012 0.19858 -0.173076 1.1229
10000 0.984546 0.201604 -0.175686 1.12237
10000 0.984072 0.204626 -0.178293 1.12184
10000 0.983592 0.207647 -0.180898 1.12129
10000 0.983105 0.210666 -0.1835 1.12074
10000 0.982611 0.213684 -0.1861 1.12017
10000 0.98211 0.216701 -0.188698 1.11961
10000 0.981602 0.219715 -0.191293 1.11903
10000 0.981087 0.222729 -0.193885 1.11844
10000 0.980565 0.225741 -0.196475 1.11785
10000 0.980036 0.228751 -0.199062 1.11725
10000 0.979499 0.231759 -0.201646 1.11665
10000 0.978956 0.234766 -0.204228 1.11603
10000 0.978407 0.237771 -0.206807 1.11541
10000 0.97785 0.240775 -0.209383 1.11478
10000 0.977286 0.243777 -0.211956 1.11414
10000 0.976715 0.246777 -0.214526 1.11349
10000 0.976137 0.249775 -0.217094 1.11284
10000 0.975553 0.252772 -0.219659 1.11218
10000 0.974961 0.255767 -0.222221 1.11151
10000 0.974363 0.25876 -0.224779 1.11084
10000 0.973758 0.261751 -0.227335 1.11016
10000 0.973145 0.264741 -0.229888 1.10947
10000 0.972526 0.267728 -0.232438 1.10877
10000 0.9719 0.270714 -0.234984 1.10806
10000 0.971268 0.273698 -0.237528 1.10735
10000 0.970628 0.27668 -0.240068 1.10663
10000 0.969982 0.27966 -0.242605 1.1059
10000 0.969328 0.282638 -0.245139 1.10517
10000 0.968668 0.285614 -0.24767 1.10443
10000 0.968001 0.288588 -0.250198 1.10368
10000 0.967328 0.29156 -0.252722 1.10292
10000 0.966647 0.29453 -0.255243 1.10216
10000 0.96596 0.297498 -0.25776 1.10138
10000 0.965266 0.300463 -0.260274 1.10061
10000 0.964565 0.303427 -0.262785 1.09982
10000 0.963857 0.306389 -0.265292 1.09903
10000 0.963143 0.309348 -0.267796 1.09823
10000 0.962422 0.312306 -0.270296 1.09742
10000 0.961694 0.315261 -0.272793 1.09661
10000 0.960959 0.318214 -0.275286 1.09578
10000 0.960218 0.321164 -0.277775 1.09496
10000 0.95947 0.324113 -0.280261 1.09412
