nsteps X Y Vx Vy
1000 1 0 0 1.22474
1000 0.999007 0.0545402 -0.0445761 1.22353
1000 0.99603 0.108973 -0.08913 1.21992
1000 0.991075 0.163192 -0.13344 1.21396
1000 0.984156 0.217094 -0.177289 1.20572
1000 0.975299 0.27058 -0.220466 1.19531
1000 0.964539 0.323555 -0.262773 1.18283
1000 0.951918 0.37593 -0.304024 1.16842
1000 0.937487 0.427622 -0.344052 1.1522
1000 0.921303 0.478554 -0.38271 1.13433
1000 0.903431 0.528656 -0.41987 1.11496
1000 0.883938 0.577863 -0.455427 1.09424
1000 0.8629 0.62612 -0.489295 1.07232
1000 0.840391 0.673376 -0.521413 1.04936
1000 0.816491 0.719589 -0.551739 1.02551
1000 0.79128 0.764722 -0.58025 1.0009
1000 0.764839 0.808745 -0.606941 0.975682
1000 0.737249 0.851633 -0.631824 0.949973
1000 0.708589 0.893366 -0.654923 0.923897
1000 0.67894 0.933933 -0.676276 0.897568
1000 0.648376 0.973322 -0.695931 0.871089
1000 0.616973 1.01153 -0.713944 0.844552
1000 0.584803 1.04856 -0.730377 0.818045
1000 0.551933 1.08441 -0.745298 0.791643
1000 0.518431 1.11908 -0.758777 0.765414
1000 0.484359 1.1526 -0.770888 0.739419
1000 0.449776 1.18496 -0.781703 0.71371
1000 0.414738 1.21618 -0.791297 0.688331
1000 0.379299 1.24629 -0.799741 0.663321
1000 0.343507 1.27528 -0.807108 0.638713
1000 0.307409 1.30319 -0.813466 0.614533
1000 0.271049 1.33004 -0.818881 0.590803
1000 0.234467 1.35583 -0.823418 0.56754
1000 0.197702 1.3806 -0.827137 0.544756
1000 0.160788 1.40437 -0.830095 0.522461
1000 0.123758 1.42716 -0.832348 0.50066
1000 0.0866416 1.44898 -0.833947 0.479358
1000 0.0494679 1.46987 -0.83494 0.458555
1000 0.0122626 1.48984 -0.835372 0.438249
1000 -0.0249504 1.50892 -0.835287 0.418437
1000 -0.0621488 1.52713 -0.834723 0.399115
1000 -0.0993122 1.54449 -0.833718 0.380277
1000 -0.136422 1.56102 -0.832305 0.361914
1000 -0.17346 1.57674 -0.830518 0.344021
1000 -0.21041 1.59168 -0.828384 0.326586
1000 -0.247259 1.60585 -0.825933 0.309603
1000 -0.283992 1.61927 -0.82319 0.293059
1000 -0.320596 1.63196 -0.820177 0.276947
1000 -0.357061 1.64395 -0.816918 0.261254
1000 -0.393375 1.65525 -0.813432 0.245971
1000 -0.42953 1.66587 -0.809739 0.231087
1000 -0.465515 1.67584 -0.805855 0.216592
1000 -0.501324 1.68518 -0.801797 0.202475
1000 -0.536948 1.69389 -0.797579 0.188725
1000 -0.572381 1.702 -0.793216 0.175333
1000 -0.607617 1.70952 -0.78872 0.162288
1000 -0.642649 1.71646 -0.784103 0.14958
1000 -0.677474 1.72285 -0.779376 0.137199
1000 -0.712085 1.72869 -0.774549 0.125135
1000 -0.74648 1.73401 -0.76963 0.113381
1000 -0.780653 1.7388 -0.76463 0.101925
1000 -0.814602 1.74309 -0.759555 0.0907594
1000 -0.848324 1.74689 -0.754413 0.0798755
1000 -0.881815 1.75021 -0.749211 0.0692648
1000 -0.915073 1.75307 -0.743955 0.0589192
1000 -0.948095 1.75547 -0.738651 0.0488306
1000 -0.980881 1.75743 -0.733305 0.0389914
1000 -1.01343 1.75895 -0.727921 0.0293941
1000 -1.04573 1.76005 -0.722504 0.0200316
1000 -1.0778 1.76074 -0.717058 0.0108968
1000 -1.10962 1.76103 -0.711587 0.00198302
1000 -1.14119 1.76092 -0.706096 -0.00671628
1000 -1.17253 1.76043 -0.700586 -0.0152074
1000 -1.20361 1.75957 -0.695062 -0.0234965
1000 -1.23445 1.75834 -0.689525 -0.0315894
1000 -1.26504 1.75676 -0.68398 -0.0394918
1000 -1.29539 1.75483 -0.678428 -0.0472093
1000 -1.32549 1.75256 -0.672871 -0.0547471
1000 -1.35534 1.74995 -0.667312 -0.0621104
1000 -1.38494 1.74703 -0.661753 -0.0693041
1000 -1.41429 1.74378 -0.656195 -0.0763331
1000 -1.4434 1.74023 -0.65064 -0.083202
1000 -1.47226 1.73637 -0.645089 -0.0899151
1000 -1.50088 1.73222 -0.639544 -0.096477
1000 -1.52924 1.72778 -0.634007 -0.102892
1000 -1.55736 1.72306 -0.628478 -0.109163
1000 -1.58523 1.71806 -0.622958 -0.115295
1000 -1.61286 1.71279 -0.617449 -0.121292
1000 -1.64024 1.70726 -0.611951 -0.127157
1000 -1.66738 1.70146 -0.606465 -0.132893
1000 -1.69428 1.69542 -0.600992 -0.138505
1000 -1.72093 1.68913 -0.595533 -0.143995
1000 -1.74733 1.68259 -0.590088 -0.149366
1000 -1.7735 1.67582 -0.584657 -0.154622
1000 -1.79942 1.66882 -0.579242 -0.159765
1000 -1.82511 1.66159 -0.573843 -0.164798
1000 -1.85055 1.65414 -0.56846 -0.169725
1000 -1.87575 1.64647 -0.563094 -0.174548
1000 -1.90072 1.63859 -0.557744 -0.179268
1000 -1.92544 1.6305 -0.552412 -0.18389
1000 -1.94993 1.62221 -0.547097 -0.188415
1000 -1.97419 1.61372 -0.5418 -0.192846
1000 -1.9982 1.60503 -0.536521 -0.197185
1000 -2.02199 1.59615 -0.53126 -0.201433
1000 -2.04554 1.58709 -0.526017 -0.205594
1000 -2.06885 1.57784 -0.520793 -0.20967
1000 -2.09194 1.56841 -0.515587 -0.213661
1000 -2.11479 1.5588 -0.510399 -0.217571
1000 -2.13741 1.54903 -0.50523 -0.221401
1000 -2.1598 1.53908 -0.50008 -0.225153
1000 -2.18196 1.52897 -0.494948 -0.228829
1000 -2.2039 1.51869 -0.489835 -0.23243
1000 -2.2256 1.50826 -0.484741 -0.235958
1000 -2.24708 1.49767 -0.479665 -0.239415
1000 -2.26834 1.48693 -0.474608 -0.242801
1000 -2.28937 1.47604 -0.469569 -0.24612
1000 -2.31017 1.46501 -0.464549 -0.249372
1000 -2.33076 1.45383 -0.459547 -0.252558
1000 -2.35112 1.44251 -0.454564 -0.25568
1000 -2.37125 1.43105 -0.449598 -0.25874
1000 -2.39117 1.41946 -0.444651 -0.261738
1000 -2.41087 1.40773 -0.439722 -0.264676
1000 -2.43035 1.39588 -0.434811 -0.267555
1000 -2.44961 1.3839 -0.429918 -0.270377
1000 -2.46865 1.37179 -0.425042 -0.273141
1000 -2.48748 1.35956 -0.420185 -0.275851
1000 -2.50609 1.34721 -0.415344 -0.278505
1000 -2.52448 1.33475 -0.410521 -0.281107
1000 -2.54266 1.32217 -0.405715 -0.283656
1000 -2.56063 1.30948 -0.400926 -0.286154
1000 -2.57838 1.29668 -0.396154 -0.288601
1000 -2.59592 1.28377 -0.391399 -0.291
1000 -2.61325 1.27075 -0.38666 -0.293349
1000 -2.63037 1.25763 -0.381938 -0.295651
1000 -2.64728 1.24441 -0.377232 -0.297906
1000 -2.66398 1.23109 -0.372542 -0.300116
1000 -2.68047 1.21768 -0.367868 -0.30228
1000 -2.69675 1.20416 -0.36321 -0.3044
1000 -2.71283 1.19056 -0.358567 -0.306476
1000 -2.7287 1.17686 -0.35394 -0.30851
1000 -2.74436 1.16307 -0.349328 -0.310501
1000 -2.75982 1.1492 -0.344732 -0.312451
1000 -2.77508 1.13523 -0.34015 -0.314361
1000 -2.79013 1.12119 -0.335583 -0.31623
1000 -2.80498 1.10706 -0.331031 -0.31806
1000 -2.81962 1.09285 -0.326494 -0.319852
1000 -2.83406 1.07857 -0.32197 -0.321605
1000 -2.84831 1.0642 -0.317461 -0.323321
1000 -2.86235 1.04976 -0.312965 -0.325
1000 -2.87619 1.03525 -0.308484 -0.326643
1000 -2.88983 1.02066 -0.304016 -0.32825
1000 -2.90328 1.006 -0.299561 -0.329822
1000 -2.91652 0.991275 -0.29512 -0.331359
1000 -2.92957 0.976481 -0.290692 -0.332862
1000 -2.94242 0.96162 -0.286277 -0.334331
1000 -2.95507 0.946695 -0.281874 -0.335768
1000 -2.96753 0.931706 -0.277484 -0.337171
1000 -2.9798 0.916656 -0.273107 -0.338542
1000 -2.99187 0.901545 -0.268741 -0.339881
1000 -3.00374 0.886375 -0.264388 -0.341189
1000 -3.01542 0.871148 -0.260047 -0.342466
1000 -3.02691 0.855864 -0.255718 -0.343713
1000 -3.0382 0.840526 -0.2514 -0.344929
1000 -3.04931 0.825134 -0.247093 -0.346116
1000 -3.06022 0.80969 -0.242798 -0.347273
1000 -3.07094 0.794195 -0.238514 -0.348401
1000 -3.08147 0.77865 -0.234241 -0.349501
1000 -3.09181 0.763057 -0.229979 -0.350573
1000 -3.10196 0.747417 -0.225727 -0.351616
1000 -3.11192 0.731731 -0.221486 -0.352632
1000 -3.12169 0.716 -0.217255 -0.353621
1000 -3.13127 0.700226 -0.213034 -0.354583
1000 -3.14067 0.68441 -0.208823 -0.355518
1000 -3.14988 0.668553 -0.204622 -0.356426
1000 -3.1589 0.652655 -0.20043 -0.357309
1000 -3.16774 0.636719 -0.196249 -0.358166
1000 -3.17638 0.620745 -0.192076 -0.358998
1000 -3.18485 0.604735 -0.187913 -0.359804
1000 -3.19313 0.58869 -0.183759 -0.360585
1000 -3.20122 0.57261 -0.179613 -0.361342
1000 -3.20913 0.556497 -0.175477 -0.362074
1000 -3.21685 0.540352 -0.171349 -0.362782
1000 -3.2244 0.524176 -0.167229 -0.363466
1000 -3.23175 0.50797 -0.163118 -0.364126
1000 -3.23893 0.491735 -0.159015 -0.364763
1000 -3.24592 0.475473 -0.15492 -0.365376
1000 -3.25273 0.459183 -0.150833 -0.365967
1000 -3.25936 0.442868 -0.146753 -0.366534
1000 -3.2658 0.426528 -0.142681 -0.367079
1000 -3.27207 0.410164 -0.138617 -0.367601
1000 -3.27815 0.393777 -0.13456 -0.368101
1000 -3.28406 0.377369 -0.13051 -0.368578
1000 -3.28978 0.36094 -0.126467 -0.369034
1000 -3.29533 0.344491 -0.122431 -0.369468
1000 -3.30069 0.328023 -0.118401 -0.36988
1000 -3.30587 0.311537 -0.114378 -0.37027
1000 -3.31088 0.295035 -0.110362 -0.37064
1000 -3.31571 0.278516 -0.106352 -0.370988
1000 -3.32036 0.261983 -0.102348 -0.371315
1000 -3.32483 0.245435 -0.0983505 -0.371621
1000 -3.32912 0.228874 -0.0943586 -0.371906
1000 -3.33323 0.212301 -0.0903725 -0.372171
1000 -3.33717 0.195716 -0.0863921 -0.372415
1000 -3.34093 0.179122 -0.0824171 -0.372638
1000 -3.34451 0.162517 -0.0784475 -0.372841
1000 -3.34792 0.145904 -0.0744832 -0.373025
1000 -3.35115 0.129284 -0.070524 -0.373187
1000 -3.3542 0.112656 -0.0665698 -0.37333
1000 -3.35708 0.0960226 -0.0626205 -0.373453
1000 -3.35978 0.0793842 -0.0586758 -0.373557
1000 -3.36231 0.0627416 -0.0547358 -0.37364
1000 -3.36466 0.0460957 -0.0508002 -0.373704
1000 -3.36683 0.0294474 -0.046869 -0.373748
1000 -3.36883 0.0127976 -0.042942 -0.373772
1000 -3.37066 -0.00385294 -0.0390191 -0.373778
1000 -3.37231 -0.0205032 -0.0351002 -0.373764
1000 -3.37379 -0.0371525 -0.0311851 -0.37373
1000 -3.37509 -0.0537998 -0.0272738 -0.373677
1000 -3.37622 -0.0704443 -0.023366 -0.373605
1000 -3.37717 -0.0870852 -0.0194617 -0.373514
1000 -3.37795 -0.103722 -0.0155607 -0.373404
1000 -3.37856 -0.120353 -0.011663 -0.373275
1000 -3.37899 -0.136978 -0.00776832 -0.373126
1000 -3.37925 -0.153595 -0.00387667 -0.372959
1000 -3.37934 -0.170205 1.21302e-05 -0.372773
1000 -3.37925 -0.186807 0.00389819 -0.372568
1000 -3.37899 -0.203398 0.00778163 -0.372344
1000 -3.37855 -0.21998 0.0116626 -0.372101
1000 -3.37795 -0.23655 0.0155411 -0.371839
1000 -3.37717 -0.253108 0.0194174 -0.371558
1000 -3.37622 -0.269653 0.0232916 -0.371258
1000 -3.3751 -0.286184 0.0271637 -0.37094
1000 -3.3738 -0.302701 0.031034 -0.370603
1000 -3.37233 -0.319202 0.0349024 -0.370247
1000 -3.37069 -0.335687 0.0387692 -0.369872
1000 -3.36888 -0.352155 0.0426344 -0.369478
1000 -3.36689 -0.368605 0.0464982 -0.369065
1000 -3.36473 -0.385036 0.0503607 -0.368633
1000 -3.3624 -0.401447 0.0542219 -0.368183
1000 -3.3599 -0.417838 0.0580821 -0.367713
1000 -3.35723 -0.434208 0.0619413 -0.367225
1000 -3.35438 -0.450555 0.0657997 -0.366717
1000 -3.35137 -0.466879 0.0696573 -0.36619
1000 -3.34818 -0.48318 0.0735142 -0.365645
1000 -3.34482 -0.499456 0.0773707 -0.36508
1000 -3.34129 -0.515706 0.0812268 -0.364496
1000 -3.33758 -0.531929 0.0850825 -0.363893
1000 -3.33371 -0.548126 0.0889382 -0.363271
1000 -3.32966 -0.564294 0.0927937 -0.362629
1000 -3.32544 -0.580433 0.0966493 -0.361968
1000 -3.32105 -0.596543 0.100505 -0.361287
1000 -3.31648 -0.612621 0.104361 -0.360587
1000 -3.31175 -0.628668 0.108218 -0.359867
1000 -3.30684 -0.644683 0.112075 -0.359128
1000 -3.30176 -0.660664 0.115932 -0.358368
1000 -3.29651 -0.67661 0.11979 -0.357589
1000 -3.29109 -0.692522 0.12365 -0.35679
1000 -3.2855 -0.708398 0.12751 -0.355971
1000 -3.27973 -0.724236 0.131371 -0.355132
1000 -3.27379 -0.740037 0.135233 -0.354273
1000 -3.26768 -0.755799 0.139097 -0.353393
1000 -3.2614 -0.771522 0.142962 -0.352493
1000 -3.25495 -0.787204 0.146828 -0.351572
1000 -3.24832 -0.802844 0.150697 -0.35063
1000 -3.24152 -0.818442 0.154566 -0.349668
1000 -3.23455 -0.833997 0.158438 -0.348685
1000 -3.2274 -0.849507 0.162312 -0.34768
1000 -3.22009 -0.864972 0.166188 -0.346655
1000 -3.2126 -0.880391 0.170066 -0.345608
1000 -3.20494 -0.895763 0.173946 -0.34454
1000 -3.1971 -0.911087 0.177828 -0.34345
1000 -3.18909 -0.926362 0.181713 -0.342338
1000 -3.18091 -0.941587 0.185601 -0.341204
1000 -3.17256 -0.956761 0.189491 -0.340048
1000 -3.16403 -0.971882 0.193385 -0.33887
