nsteps X Y Vx Vy
1000 1 0 0 1.22474
1000 1 0.0545582 -0.0445466 1.22474
1000 0.998016 0.109116 -0.0888951 1.22233
1000 0.994056 0.163567 -0.132829 1.21752
1000 0.988139 0.217803 -0.176139 1.2104
1000 0.980292 0.271722 -0.218628 1.20103
1000 0.970553 0.325224 -0.260112 1.18953
1000 0.958966 0.378214 -0.300426 1.17602
1000 0.945583 0.430602 -0.339422 1.16064
1000 0.930463 0.482304 -0.376976 1.14354
1000 0.91367 0.533245 -0.412983 1.12488
1000 0.895273 0.583355 -0.44736 1.10481
1000 0.875344 0.632571 -0.480047 1.08351
1000 0.85396 0.680837 -0.511003 1.06114
1000 0.831197 0.728108 -0.540205 1.03786
1000 0.807132 0.774341 -0.567647 1.01382
1000 0.781845 0.819504 -0.593342 0.989173
1000 0.755414 0.863568 -0.617312 0.964049
1000 0.727915 0.906513 -0.639592 0.938579
1000 0.699423 0.948323 -0.660227 0.91288
1000 0.670012 0.988989 -0.67927 0.887061
1000 0.639753 1.0285 -0.696779 0.861217
1000 0.608714 1.06687 -0.712816 0.835434
1000 0.576961 1.10408 -0.727448 0.809789
1000 0.544555 1.14016 -0.740743 0.784348
1000 0.511558 1.1751 -0.752768 0.75917
1000 0.478024 1.20892 -0.763593 0.734304
1000 0.444009 1.24163 -0.773286 0.709791
1000 0.409562 1.27325 -0.781912 0.685668
1000 0.37473 1.30379 -0.789538 0.661962
1000 0.339559 1.33328 -0.796224 0.638698
1000 0.30409 1.36173 -0.802032 0.615893
1000 0.268362 1.38917 -0.807019 0.593561
1000 0.232412 1.41561 -0.81124 0.571711
1000 0.196274 1.44108 -0.814747 0.550351
1000 0.15998 1.46559 -0.817589 0.529484
1000 0.123559 1.48918 -0.819813 0.50911
1000 0.0870389 1.51186 -0.821463 0.489228
1000 0.0504455 1.53365 -0.822579 0.469836
1000 0.0138024 1.55458 -0.823201 0.450927
1000 -0.0228684 1.57467 -0.823365 0.432497
1000 -0.0595465 1.59393 -0.823104 0.414537
1000 -0.096213 1.6124 -0.82245 0.39704
1000 -0.13285 1.63009 -0.821433 0.379997
1000 -0.169442 1.64701 -0.82008 0.363398
1000 -0.205974 1.6632 -0.818417 0.347233
1000 -0.242432 1.67867 -0.816468 0.331493
1000 -0.278803 1.69344 -0.814255 0.316167
1000 -0.315075 1.70752 -0.811798 0.301244
1000 -0.351238 1.72094 -0.809117 0.286714
1000 -0.387281 1.73371 -0.806229 0.272566
1000 -0.423196 1.74586 -0.803152 0.258789
1000 -0.458974 1.75738 -0.7999 0.245374
1000 -0.494607 1.76831 -0.796488 0.232309
1000 -0.530088 1.77866 -0.792929 0.219585
1000 -0.56541 1.78844 -0.789235 0.207192
1000 -0.600568 1.79767 -0.785418 0.195119
1000 -0.635555 1.80637 -0.781489 0.183357
