E M
-2.75 1.22474
-2.75148 1.11133
-2.75386 0.998584
-2.7571 0.887556
-2.7612 0.779242
-2.76613 0.674583
-2.77186 0.574448
-2.77834 0.479613
-2.78554 0.390756
-2.79342 0.308445
-2.8019 0.233136
-2.81095 0.165169
-2.8205 0.104774
-2.8305 0.0520743
-2.84087 0.00709485
-2.85157 -0.0302291
-2.86253 -0.0600413
-2.8737 -0.0825527
-2.88501 -0.0980309
-2.89644 -0.106788
-2.90791 -0.109172
-2.91941 -0.105555
-2.93088 -0.0963239
-2.94229 -0.0818763
-2.95361 -0.0626106
-2.96483 -0.0389219
-2.97591 -0.0111971
-2.98684 0.0201882
-2.9976 0.0548728
-2.99182 0.0925117
-2.98143 0.132778
-2.97124 0.175362
-2.96126 0.219974
-2.95148 0.266344
-2.94191 0.314218
-2.93255 0.363363
-2.92341 0.413563
-2.91447 0.464617
-2.90575 0.516344
-2.89724 0.568575
-2.88893 0.621156
-2.88082 0.673948
-2.87291 0.726824
-2.8652 0.779668
-2.85767 0.832376
-2.85034 0.884854
-2.84318 0.937017
-2.83621 0.988789
-2.8294 1.0401
-2.82277 1.09089
-2.8163 1.14111
-2.80999 1.19071
-2.80384 1.20985
-2.79783 1.16162
-2.79198 1.11412
-2.78626 1.06738
-2.78069 1.02143
-2.77525 0.976277
-2.76994 0.931951
-2.76475 0.888461
-2.75969 0.845819
-2.75475 0.804033
-2.74993 0.763111
-2.74522 0.723058
-2.74061 0.683875
-2.73612 0.645565
-2.73172 0.608128
-2.72743 0.571562
-2.72323 0.535865
-2.71913 0.501032
-2.71512 0.46706
-2.71119 0.433943
-2.70736 0.401675
-2.7036 0.370249
-2.69993 0.339658
-2.69634 0.309893
-2.69282 0.280947
-2.68938 0.252811
-2.68601 0.225475
-2.68271 0.19893
-2.67948 0.173167
-2.67632 0.148176
-2.67322 0.123947
-2.67019 0.10047
-2.66721 0.077734
-2.6643 0.0557294
-2.66144 0.0344458
-2.65864 0.0138726
-2.65589 -0.00600032
-2.6532 -0.0251835
-2.65056 -0.0436874
-2.64797 -0.0615222
-2.64543 -0.0786983
-2.64294 -0.0952259
-2.6405 -0.111115
-2.6381 -0.126376
-2.63575 -0.141019
-2.63343 -0.155054
-2.63117 -0.16849
-2.62894 -0.181337
-2.62676 -0.193605
-2.62461 -0.205304
-2.6225 -0.216443
-2.62043 -0.22703
-2.6184 -0.237076
-2.6164 -0.246589
-2.61444 -0.255579
-2.61251 -0.264053
-2.61061 -0.272021
-2.60875 -0.279492
-2.60692 -0.286473
-2.60512 -0.292973
-2.60335 -0.299
-2.60161 -0.304563
-2.59991 -0.309669
-2.59822 -0.314326
-2.59657 -0.318541
-2.59494 -0.322323
-2.59335 -0.325679
-2.59177 -0.328615
-2.59023 -0.33114
-2.5887 -0.333261
-2.58721 -0.334984
-2.58573 -0.336316
-2.58428 -0.337264
-2.58285 -0.337835
-2.58145 -0.338035
-2.58007 -0.337871
-2.57871 -0.33735
-2.57737 -0.336476
-2.57605 -0.335257
-2.57475 -0.333698
-2.57347 -0.331806
-2.57222 -0.329587
-2.57098 -0.327045
-2.56976 -0.324187
-2.56856 -0.321019
-2.56737 -0.317545
-2.56621 -0.313771
