E M
-2.75114 1.05496
-2.75116 1.05385
-2.75117 1.05275
-2.75119 1.05165
-2.7512 1.05055
-2.75122 1.04945
-2.75124 1.04835
-2.75125 1.04725
-2.75127 1.04615
-2.75128 1.04505
-2.7513 1.04395
-2.75131 1.04285
-2.75133 1.04175
-2.75135 1.04065
-2.75136 1.03955
-2.75138 1.03845
-2.7514 1.03735
-2.75141 1.03625
-2.75143 1.03515
-2.75145 1.03405
-2.75146 1.03295
-2.75148 1.03185
-2.7515 1.03075
-2.75152 1.02966
-2.75153 1.02856
-2.75155 1.02746
-2.75157 1.02636
-2.75158 1.02527
-2.7516 1.02417
-2.75162 1.02307
-2.75164 1.02197
-2.75166 1.02088
-2.75167 1.01978
-2.75169 1.01869
-2.75171 1.01759
-2.75173 1.01649
-2.75175 1.0154
-2.75177 1.0143
-2.75179 1.01321
-2.7518 1.01211
-2.75182 1.01102
-2.75184 1.00992
-2.75186 1.00883
-2.75188 1.00773
-2.7519 1.00664
-2.75192 1.00554
-2.75194 1.00445
-2.75196 1.00336
-2.75198 1.00226
-2.752 1.00117
-2.75202 1.00008
-2.75204 0.998984
-2.75206 0.997891
-2.75208 0.996799
-2.7521 0.995707
-2.75212 0.994615
-2.75214 0.993523
-2.75216 0.992431
-2.75218 0.99134
-2.7522 0.990249
-2.75222 0.989158
-2.75224 0.988067
-2.75226 0.986977
-2.75228 0.985886
-2.7523 0.984796
-2.75233 0.983706
-2.75235 0.982617
-2.75237 0.981527
-2.75239 0.980438
-2.75241 0.979349
-2.75243 0.97826
-2.75246 0.977172
-2.75248 0.976083
-2.7525 0.974995
-2.75252 0.973907
-2.75254 0.97282
-2.75257 0.971732
-2.75259 0.970645
-2.75261 0.969558
-2.75263 0.968471
-2.75266 0.967385
-2.75268 0.966299
-2.7527 0.965213
-2.75273 0.964127
-2.75275 0.963041
-2.75277 0.961956
-2.7528 0.960871
-2.75282 0.959786
-2.75284 0.958701
-2.75287 0.957617
-2.75289 0.956533
-2.75291 0.955449
-2.75294 0.954365
-2.75296 0.953282
-2.75299 0.952199
-2.75301 0.951116
-2.75303 0.950033
-2.75306 0.948951
-2.75308 0.947868
-2.75311 0.946786
-2.75313 0.945705
-2.75316 0.944623
-2.75318 0.943542
-2.75321 0.942461
-2.75323 0.941381
-2.75326 0.9403
-2.75328 0.93922
-2.75331 0.93814
-2.75333 0.93706
-2.75336 0.935981
-2.75338 0.934902
-2.75341 0.933823
-2.75344 0.932744
-2.75346 0.931666
-2.75349 0.930588
-2.75351 0.92951
-2.75354 0.928433
-2.75357 0.927355
-2.75359 0.926278
-2.75362 0.925201
-2.75365 0.924125
-2.75367 0.923049
-2.7537 0.921973
-2.75373 0.920897
-2.75375 0.919822
-2.75378 0.918747
-2.75381 0.917672
-2.75383 0.916597
-2.75386 0.915523
-2.75389 0.914449
-2.75392 0.913375
-2.75394 0.912302
-2.75397 0.911228
-2.754 0.910156
-2.75403 0.909083
-2.75406 0.908011
-2.75408 0.906939
-2.75411 0.905867
-2.75414 0.904795
-2.75417 0.903724
-2.7542 0.902653
-2.75423 0.901583
-2.75425 0.900512
-2.75428 0.899442
-2.75431 0.898372
-2.75434 0.897303
-2.75437 0.896234
-2.7544 0.895165
-2.75443 0.894096
-2.75446 0.893028
-2.75449 0.89196
-2.75452 0.890892
-2.75455 0.889825
-2.75458 0.888758
-2.75461 0.887691
-2.75464 0.886625
-2.75467 0.885558
-2.7547 0.884493
-2.75473 0.883427
-2.75476 0.882362
-2.75479 0.881297
-2.75482 0.880232
-2.75485 0.879168
-2.75488 0.878104
-2.75491 0.87704
-2.75494 0.875977
-2.75497 0.874914
-2.755 0.873851
-2.75503 0.872788
-2.75506 0.871726
-2.7551 0.870664
-2.75513 0.869603
-2.75516 0.868541
-2.75519 0.867481
-2.75522 0.86642
-2.75525 0.86536
-2.75529 0.8643
-2.75532 0.86324
-2.75535 0.862181
-2.75538 0.861122
-2.75541 0.860063
-2.75545 0.859005
-2.75548 0.857947
-2.75551 0.856889
-2.75554 0.855832
-2.75558 0.854775
-2.75561 0.853718
-2.75564 0.852662
-2.75568 0.851606
-2.75571 0.85055
-2.75574 0.849495
-2.75577 0.84844
-2.75581 0.847385
-2.75584 0.846331
-2.75588 0.845277
-2.75591 0.844223
-2.75594 0.84317
-2.75598 0.842117
-2.75601 0.841064
-2.75604 0.840012
-2.75608 0.83896
-2.75611 0.837908
-2.75615 0.836857
-2.75618 0.835806
-2.75622 0.834755
-2.75625 0.833705
-2.75629 0.832655
-2.75632 0.831605
-2.75635 0.830556
-2.75639 0.829507
-2.75642 0.828459
-2.75646 0.827411
-2.75649 0.826363
-2.75653 0.825315
-2.75657 0.824268
-2.7566 0.823222
-2.75664 0.822175
-2.75667 0.821129
-2.75671 0.820083
-2.75674 0.819038
-2.75678 0.817993
-2.75682 0.816949
-2.75685 0.815904
-2.75689 0.81486
-2.75692 0.813817
-2.75696 0.812774
-2.757 0.811731
-2.75703 0.810689
-2.75707 0.809647
-2.75711 0.808605
-2.75714 0.807564
-2.75718 0.806523
-2.75722 0.805482
-2.75726 0.804442
-2.75729 0.803402
-2.75733 0.802363
-2.75737 0.801324
-2.75741 0.800285
-2.75744 0.799246
-2.75748 0.798209
-2.75752 0.797171
-2.75756 0.796134
-2.75759 0.795097
-2.75763 0.79406
-2.75767 0.793024
-2.75771 0.791989
-2.75775 0.790953
-2.75779 0.789918
-2.75782 0.788884
-2.75786 0.78785
-2.7579 0.786816
-2.75794 0.785783
-2.75798 0.78475
-2.75802 0.783717
-2.75806 0.782685
-2.7581 0.781653
-2.75814 0.780622
-2.75817 0.779591
-2.75821 0.77856
-2.75825 0.77753
-2.75829 0.7765
-2.75833 0.77547
-2.75837 0.774441
-2.75841 0.773413
-2.75845 0.772384
-2.75849 0.771356
-2.75853 0.770329
-2.75857 0.769302
-2.75861 0.768275
-2.75865 0.767249
-2.75869 0.766223
-2.75873 0.765197
-2.75878 0.764172
-2.75882 0.763148
-2.75886 0.762123
-2.7589 0.7611
-2.75894 0.760076
-2.75898 0.759053
-2.75902 0.75803
-2.75906 0.757008
-2.7591 0.755986
-2.75915 0.754965
-2.75919 0.753944
-2.75923 0.752923
-2.75927 0.751903
-2.75931 0.750884
-2.75935 0.749864
-2.7594 0.748845
-2.75944 0.747827
-2.75948 0.746809
-2.75952 0.745791
-2.75957 0.744774
-2.75961 0.743757
-2.75965 0.742741
-2.75969 0.741725
-2.75974 0.740709
-2.75978 0.739694
-2.75982 0.738679
-2.75986 0.737665
-2.75991 0.736651
-2.75995 0.735638
-2.75999 0.734625
-2.76004 0.733612
-2.76008 0.7326
-2.76012 0.731588
-2.76017 0.730577
-2.76021 0.729566
-2.76026 0.728556
-2.7603 0.727546
-2.76034 0.726536
-2.76039 0.725527
-2.76043 0.724518
-2.76048 0.72351
-2.76052 0.722502
-2.76056 0.721495
-2.76061 0.720488
-2.76065 0.719481
-2.7607 0.718475
-2.76074 0.71747
-2.76079 0.716465
-2.76083 0.71546
-2.76088 0.714456
-2.76092 0.713452
-2.76097 0.712448
-2.76101 0.711445
-2.76106 0.710443
-2.7611 0.709441
-2.76115 0.708439
-2.7612 0.707438
-2.76124 0.706437
-2.76129 0.705437
-2.76133 0.704437
-2.76138 0.703438
-2.76143 0.702439
-2.76147 0.701441
-2.76152 0.700443
-2.76156 0.699445
-2.76161 0.698448
-2.76166 0.697451
-2.7617 0.696455
-2.76175 0.69546
-2.7618 0.694464
-2.76184 0.69347
-2.76189 0.692475
-2.76194 0.691481
-2.76199 0.690488
-2.76203 0.689495
-2.76208 0.688503
-2.76213 0.687511
-2.76217 0.686519
-2.76222 0.685528
-2.76227 0.684537
-2.76232 0.683547
-2.76237 0.682558
-2.76241 0.681568
-2.76246 0.68058
-2.76251 0.679591
-2.76256 0.678604
-2.76261 0.677616
-2.76265 0.676629
-2.7627 0.675643
-2.76275 0.674657
-2.7628 0.673672
-2.76285 0.672687
-2.7629 0.671702
-2.76295 0.670718
-2.763 0.669735
-2.76304 0.668752
-2.76309 0.667769
-2.76314 0.666787
-2.76319 0.665805
-2.76324 0.664824
-2.76329 0.663844
-2.76334 0.662864
-2.76339 0.661884
-2.76344 0.660905
-2.76349 0.659926
-2.76354 0.658948
-2.76359 0.65797
-2.76364 0.656993
-2.76369 0.656016
-2.76374 0.65504
-2.76379 0.654064
-2.76384 0.653089
-2.76389 0.652114
-2.76394 0.65114
-2.76399 0.650166
-2.76404 0.649193
-2.76409 0.64822
-2.76414 0.647248
-2.7642 0.646276
-2.76425 0.645304
-2.7643 0.644334
-2.76435 0.643363
-2.7644 0.642393
-2.76445 0.641424
-2.7645 0.640455
-2.76455 0.639487
-2.76461 0.638519
-2.76466 0.637552
-2.76471 0.636585
-2.76476 0.635619
-2.76481 0.634653
-2.76487 0.633688
-2.76492 0.632723
-2.76497 0.631758
-2.76502 0.630795
-2.76508 0.629831
-2.76513 0.628869
-2.76518 0.627906
-2.76523 0.626945
-2.76529 0.625983
-2.76534 0.625023
-2.76539 0.624062
-2.76544 0.623103
-2.7655 0.622144
-2.76555 0.621185
-2.7656 0.620227
-2.76566 0.619269
-2.76571 0.618312
-2.76576 0.617355
-2.76582 0.616399
-2.76587 0.615444
-2.76593 0.614489
-2.76598 0.613534
-2.76603 0.61258
-2.76609 0.611627
-2.76614 0.610674
-2.76619 0.609721
-2.76625 0.608769
-2.7663 0.607818
-2.76636 0.606867
-2.76641 0.605917
-2.76647 0.604967
-2.76652 0.604017
-2.76658 0.603069
-2.76663 0.60212
-2.76669 0.601173
-2.76674 0.600226
-2.7668 0.599279
-2.76685 0.598333
-2.76691 0.597387
-2.76696 0.596442
-2.76702 0.595498
-2.76707 0.594554
-2.76713 0.59361
-2.76718 0.592667
-2.76724 0.591725
-2.7673 0.590783
-2.76735 0.589842
-2.76741 0.588901
-2.76746 0.587961
-2.76752 0.587021
-2.76758 0.586082
-2.76763 0.585143
-2.76769 0.584205
-2.76774 0.583268
-2.7678 0.582331
-2.76786 0.581394
-2.76791 0.580458
-2.76797 0.579523
-2.76803 0.578588
-2.76809 0.577654
-2.76814 0.57672
-2.7682 0.575787
-2.76826 0.574854
-2.76831 0.573922
-2.76837 0.572991
-2.76843 0.57206
-2.76849 0.571129
-2.76854 0.570199
-2.7686 0.56927
-2.76866 0.568341
-2.76872 0.567413
-2.76877 0.566485
-2.76883 0.565558
-2.76889 0.564632
-2.76895 0.563706
-2.76901 0.56278
-2.76907 0.561855
-2.76912 0.560931
-2.76918 0.560007
-2.76924 0.559084
-2.7693 0.558161
-2.76936 0.557239
-2.76942 0.556318
-2.76948 0.555397
-2.76953 0.554476
-2.76959 0.553556
-2.76965 0.552637
-2.76971 0.551718
-2.76977 0.5508
-2.76983 0.549883
-2.76989 0.548966
-2.76995 0.548049
-2.77001 0.547133
-2.77007 0.546218
-2.77013 0.545303
-2.77019 0.544389
-2.77025 0.543475
-2.77031 0.542562
-2.77037 0.54165
-2.77043 0.540738
-2.77049 0.539827
-2.77055 0.538916
-2.77061 0.538006
-2.77067 0.537096
-2.77073 0.536187
-2.77079 0.535278
-2.77085 0.53437
-2.77091 0.533463
-2.77097 0.532556
-2.77103 0.53165
-2.77109 0.530745
-2.77116 0.52984
-2.77122 0.528935
-2.77128 0.528031
-2.77134 0.527128
-2.7714 0.526225
-2.77146 0.525323
-2.77152 0.524422
-2.77158 0.523521
-2.77165 0.52262
-2.77171 0.52172
-2.77177 0.520821
-2.77183 0.519923
-2.77189 0.519025
-2.77196 0.518127
-2.77202 0.51723
-2.77208 0.516334
-2.77214 0.515438
-2.7722 0.514543
-2.77227 0.513649
-2.77233 0.512755
-2.77239 0.511861
-2.77246 0.510969
-2.77252 0.510077
-2.77258 0.509185
-2.77264 0.508294
-2.77271 0.507404
-2.77277 0.506514
-2.77283 0.505625
-2.7729 0.504736
-2.77296 0.503848
-2.77302 0.502961
-2.77309 0.502074
-2.77315 0.501188
-2.77321 0.500302
-2.77328 0.499417
-2.77334 0.498533
-2.7734 0.497649
-2.77347 0.496766
-2.77353 0.495883
-2.7736 0.495001
-2.77366 0.49412
-2.77372 0.493239
-2.77379 0.492359
-2.77385 0.491479
-2.77392 0.4906
-2.77398 0.489721
-2.77405 0.488844
-2.77411 0.487967
-2.77418 0.48709
-2.77424 0.486214
-2.77431 0.485339
-2.77437 0.484464
-2.77444 0.48359
-2.7745 0.482716
-2.77457 0.481843
-2.77463 0.480971
-2.7747 0.480099
-2.77476 0.479228
-2.77483 0.478358
-2.77489 0.477488
-2.77496 0.476618
-2.77502 0.47575
-2.77509 0.474882
-2.77516 0.474014
-2.77522 0.473147
-2.77529 0.472281
-2.77535 0.471416
-2.77542 0.470551
-2.77549 0.469686
-2.77555 0.468823
-2.77562 0.467959
-2.77568 0.467097
-2.77575 0.466235
-2.77582 0.465374
-2.77588 0.464513
-2.77595 0.463653
-2.77602 0.462794
-2.77608 0.461935
-2.77615 0.461077
-2.77622 0.460219
-2.77629 0.459362
-2.77635 0.458506
-2.77642 0.45765
-2.77649 0.456795
-2.77655 0.455941
-2.77662 0.455087
-2.77669 0.454234
-2.77676 0.453381
-2.77682 0.452529
-2.77689 0.451678
-2.77696 0.450828
-2.77703 0.449978
-2.7771 0.449128
-2.77716 0.448279
-2.77723 0.447431
-2.7773 0.446584
-2.77737 0.445737
-2.77744 0.444891
-2.77751 0.444045
-2.77757 0.4432
-2.77764 0.442356
-2.77771 0.441512
-2.77778 0.440669
-2.77785 0.439826
-2.77792 0.438985
-2.77799 0.438143
-2.77806 0.437303
-2.77812 0.436463
-2.77819 0.435624
-2.77826 0.434785
-2.77833 0.433947
-2.7784 0.43311
-2.77847 0.432273
-2.77854 0.431437
-2.77861 0.430601
-2.77868 0.429767
-2.77875 0.428932
-2.77882 0.428099
-2.77889 0.427266
-2.77896 0.426434
-2.77903 0.425602
-2.7791 0.424771
-2.77917 0.423941
-2.77924 0.423111
-2.77931 0.422282
-2.77938 0.421454
-2.77945 0.420626
-2.77952 0.419799
-2.77959 0.418973
-2.77966 0.418147
-2.77973 0.417322
-2.7798 0.416497
-2.77987 0.415673
-2.77994 0.41485
-2.78001 0.414028
-2.78009 0.413206
-2.78016 0.412384
-2.78023 0.411564
-2.7803 0.410744
-2.78037 0.409925
-2.78044 0.409106
-2.78051 0.408288
-2.78058 0.407471
-2.78066 0.406654
-2.78073 0.405838
-2.7808 0.405022
-2.78087 0.404208
-2.78094 0.403394
-2.78101 0.40258
-2.78109 0.401767
-2.78116 0.400955
-2.78123 0.400144
-2.7813 0.399333
-2.78138 0.398523
-2.78145 0.397714
-2.78152 0.396905
-2.78159 0.396097
-2.78166 0.395289
-2.78174 0.394482
-2.78181 0.393676
-2.78188 0.39287
-2.78196 0.392066
-2.78203 0.391261
-2.7821 0.390458
-2.78217 0.389655
-2.78225 0.388853
-2.78232 0.388051
-2.78239 0.38725
-2.78247 0.38645
-2.78254 0.385651
-2.78261 0.384852
-2.78269 0.384053
-2.78276 0.383256
-2.78283 0.382459
-2.78291 0.381663
-2.78298 0.380867
-2.78306 0.380072
-2.78313 0.379278
-2.7832 0.378485
-2.78328 0.377692
-2.78335 0.376899
-2.78343 0.376108
-2.7835 0.375317
-2.78357 0.374527
-2.78365 0.373737
-2.78372 0.372948
-2.7838 0.37216
-2.78387 0.371373
-2.78395 0.370586
-2.78402 0.3698
-2.7841 0.369014
-2.78417 0.368229
-2.78424 0.367445
-2.78432 0.366662
-2.78439 0.365879
-2.78447 0.365097
-2.78455 0.364315
-2.78462 0.363534
-2.7847 0.362754
-2.78477 0.361975
-2.78485 0.361196
-2.78492 0.360418
-2.785 0.35964
-2.78507 0.358864
-2.78515 0.358088
-2.78522 0.357312
-2.7853 0.356538
-2.78538 0.355764
-2.78545 0.35499
-2.78553 0.354218
-2.7856 0.353446
-2.78568 0.352674
-2.78576 0.351904
-2.78583 0.351134
-2.78591 0.350364
-2.78598 0.349596
-2.78606 0.348828
-2.78614 0.348061
-2.78621 0.347294
-2.78629 0.346528
-2.78637 0.345763
-2.78644 0.344999
-2.78652 0.344235
-2.7866 0.343472
-2.78667 0.34271
-2.78675 0.341948
-2.78683 0.341187
-2.78691 0.340426
-2.78698 0.339667
-2.78706 0.338908
-2.78714 0.338149
-2.78721 0.337392
-2.78729 0.336635
-2.78737 0.335879
-2.78745 0.335123
-2.78753 0.334368
-2.7876 0.333614
-2.78768 0.332861
-2.78776 0.332108
-2.78784 0.331356
-2.78791 0.330604
-2.78799 0.329854
-2.78807 0.329104
-2.78815 0.328354
-2.78823 0.327606
-2.7883 0.326858
-2.78838 0.326111
-2.78846 0.325364
-2.78854 0.324618
-2.78862 0.323873
-2.7887 0.323129
-2.78878 0.322385
-2.78885 0.321642
-2.78893 0.320899
-2.78901 0.320158
-2.78909 0.319417
-2.78917 0.318676
-2.78925 0.317937
-2.78933 0.317198
-2.78941 0.31646
-2.78949 0.315722
-2.78957 0.314985
-2.78964 0.314249
-2.78972 0.313514
-2.7898 0.312779
-2.78988 0.312045
-2.78996 0.311312
-2.79004 0.310579
-2.79012 0.309847
-2.7902 0.309116
-2.79028 0.308385
-2.79036 0.307656
-2.79044 0.306927
-2.79052 0.306198
-2.7906 0.30547
-2.79068 0.304743
-2.79076 0.304017
-2.79084 0.303292
-2.79092 0.302567
-2.791 0.301842
-2.79108 0.301119
-2.79116 0.300396
-2.79124 0.299674
-2.79132 0.298953
-2.7914 0.298232
-2.79149 0.297512
-2.79157 0.296793
-2.79165 0.296074
-2.79173 0.295356
-2.79181 0.294639
-2.79189 0.293923
-2.79197 0.293207
-2.79205 0.292492
-2.79213 0.291778
-2.79221 0.291064
-2.7923 0.290351
-2.79238 0.289639
-2.79246 0.288928
-2.79254 0.288217
-2.79262 0.287507
-2.7927 0.286797
-2.79278 0.286089
-2.79287 0.285381
-2.79295 0.284674
-2.79303 0.283967
-2.79311 0.283261
-2.79319 0.282556
-2.79328 0.281852
-2.79336 0.281148
-2.79344 0.280445
-2.79352 0.279743
-2.7936 0.279042
-2.79369 0.278341
-2.79377 0.277641
-2.79385 0.276941
-2.79393 0.276243
-2.79402 0.275545
-2.7941 0.274847
-2.79418 0.274151
-2.79426 0.273455
-2.79435 0.27276
-2.79443 0.272065
-2.79451 0.271372
-2.7946 0.270679
-2.79468 0.269987
-2.79476 0.269295
-2.79484 0.268604
-2.79493 0.267914
-2.79501 0.267225
-2.79509 0.266536
-2.79518 0.265848
-2.79526 0.265161
-2.79534 0.264474
-2.79543 0.263789
-2.79551 0.263104
-2.79559 0.262419
-2.79568 0.261736
-2.79576 0.261053
-2.79585 0.260371
-2.79593 0.259689
-2.79601 0.259008
-2.7961 0.258328
-2.79618 0.257649
-2.79627 0.25697
-2.79635 0.256292
-2.79643 0.255615
-2.79652 0.254939
-2.7966 0.254263
-2.79669 0.253588
-2.79677 0.252914
-2.79686 0.25224
-2.79694 0.251568
-2.79702 0.250895
-2.79711 0.250224
-2.79719 0.249553
-2.79728 0.248884
-2.79736 0.248214
-2.79745 0.247546
-2.79753 0.246878
-2.79762 0.246211
-2.7977 0.245545
-2.79779 0.244879
-2.79787 0.244214
-2.79796 0.24355
-2.79804 0.242887
-2.79813 0.242224
-2.79821 0.241562
-2.7983 0.240901
-2.79838 0.24024
-2.79847 0.239581
-2.79856 0.238921
-2.79864 0.238263
-2.79873 0.237606
-2.79881 0.236949
-2.7989 0.236292
-2.79898 0.235637
-2.79907 0.234982
-2.79916 0.234328
-2.79924 0.233675
-2.79933 0.233023
-2.79941 0.232371
-2.7995 0.23172
-2.79959 0.231069
-2.79967 0.23042
-2.79976 0.229771
-2.79985 0.229123
-2.79993 0.228475
-2.80002 0.227829
-2.8001 0.227183
-2.80019 0.226538
-2.80028 0.225893
-2.80036 0.225249
-2.80045 0.224606
-2.80054 0.223964
-2.80062 0.223322
-2.80071 0.222682
-2.8008 0.222041
-2.80089 0.221402
-2.80097 0.220763
-2.80106 0.220126
-2.80115 0.219488
-2.80123 0.218852
-2.80132 0.218216
-2.80141 0.217581
-2.8015 0.216947
-2.80158 0.216313
-2.80167 0.215681
-2.80176 0.215049
-2.80185 0.214417
-2.80193 0.213787
-2.80202 0.213157
-2.80211 0.212528
-2.8022 0.211899
-2.80228 0.211272
-2.80237 0.210645
-2.80246 0.210019
-2.80255 0.209393
-2.80264 0.208768
-2.80272 0.208144
-2.80281 0.207521
-2.8029 0.206899
-2.80299 0.206277
-2.80308 0.205656
-2.80316 0.205036
-2.80325 0.204416
-2.80334 0.203797
-2.80343 0.203179
-2.80352 0.202562
-2.80361 0.201945
-2.8037 0.201329
-2.80378 0.200714
-2.80387 0.2001
-2.80396 0.199486
-2.80405 0.198873
-2.80414 0.198261
-2.80423 0.197649
-2.80432 0.197039
-2.80441 0.196429
-2.8045 0.195819
-2.80458 0.195211
-2.80467 0.194603
-2.80476 0.193996
-2.80485 0.19339
-2.80494 0.192784
-2.80503 0.192179
-2.80512 0.191575
-2.80521 0.190972
-2.8053 0.190369
-2.80539 0.189767
-2.80548 0.189166
-2.80557 0.188566
-2.80566 0.187966
-2.80575 0.187367
-2.80584 0.186769
-2.80593 0.186172
-2.80602 0.185575
-2.80611 0.184979
-2.8062 0.184384
-2.80629 0.183789
-2.80638 0.183196
-2.80647 0.182603
-2.80656 0.18201
-2.80665 0.181419
-2.80674 0.180828
-2.80683 0.180238
-2.80692 0.179649
-2.80701 0.17906
-2.8071 0.178472
-2.80719 0.177885
-2.80728 0.177299
-2.80737 0.176714
-2.80746 0.176129
-2.80755 0.175545
-2.80764 0.174961
-2.80773 0.174379
-2.80783 0.173797
-2.80792 0.173216
-2.80801 0.172635
-2.8081 0.172056
-2.80819 0.171477
-2.80828 0.170898
-2.80837 0.170321
-2.80846 0.169744
-2.80855 0.169168
-2.80864 0.168593
-2.80874 0.168019
-2.80883 0.167445
-2.80892 0.166872
-2.80901 0.1663
-2.8091 0.165728
-2.80919 0.165158
-2.80929 0.164588
-2.80938 0.164019
-2.80947 0.16345
-2.80956 0.162882
-2.80965 0.162315
-2.80974 0.161749
-2.80984 0.161183
-2.80993 0.160619
-2.81002 0.160055
-2.81011 0.159491
-2.8102 0.158929
-2.8103 0.158367
-2.81039 0.157806
-2.81048 0.157246
-2.81057 0.156686
-2.81066 0.156127
-2.81076 0.155569
-2.81085 0.155012
-2.81094 0.154455
-2.81103 0.153899
-2.81113 0.153344
-2.81122 0.15279
-2.81131 0.152236
-2.8114 0.151683
-2.8115 0.151131
-2.81159 0.15058
-2.81168 0.150029
-2.81178 0.149479
-2.81187 0.14893
-2.81196 0.148382
-2.81205 0.147834
-2.81215 0.147287
-2.81224 0.146741
-2.81233 0.146196
-2.81243 0.145651
-2.81252 0.145107
-2.81261 0.144564
-2.81271 0.144022
-2.8128 0.14348
-2.81289 0.142939
-2.81299 0.142399
-2.81308 0.141859
-2.81317 0.141321
-2.81327 0.140783
-2.81336 0.140245
-2.81345 0.139709
-2.81355 0.139173
-2.81364 0.138638
-2.81373 0.138104
-2.81383 0.137571
-2.81392 0.137038
-2.81402 0.136506
-2.81411 0.135975
-2.8142 0.135444
-2.8143 0.134914
-2.81439 0.134385
-2.81449 0.133857
-2.81458 0.13333
-2.81467 0.132803
-2.81477 0.132277
-2.81486 0.131752
-2.81496 0.131227
-2.81505 0.130703
-2.81515 0.13018
-2.81524 0.129658
-2.81533 0.129137
-2.81543 0.128616
-2.81552 0.128096
-2.81562 0.127576
-2.81571 0.127058
-2.81581 0.12654
-2.8159 0.126023
-2.816 0.125507
-2.81609 0.124991
-2.81619 0.124476
-2.81628 0.123962
-2.81638 0.123449
-2.81647 0.122937
-2.81657 0.122425
-2.81666 0.121914
-2.81676 0.121403
-2.81685 0.120894
-2.81695 0.120385
-2.81704 0.119877
-2.81714 0.11937
-2.81723 0.118863
-2.81733 0.118357
-2.81742 0.117852
-2.81752 0.117348
-2.81761 0.116844
-2.81771 0.116341
-2.8178 0.115839
-2.8179 0.115338
-2.818 0.114837
-2.81809 0.114337
-2.81819 0.113838
-2.81828 0.11334
-2.81838 0.112842
-2.81847 0.112345
-2.81857 0.111849
-2.81867 0.111354
-2.81876 0.110859
-2.81886 0.110365
-2.81895 0.109872
-2.81905 0.10938
-2.81915 0.108888
-2.81924 0.108397
-2.81934 0.107907
-2.81943 0.107418
-2.81953 0.106929
-2.81963 0.106441
-2.81972 0.105954
-2.81982 0.105468
-2.81992 0.104982
-2.82001 0.104497
-2.82011 0.104013
