E M
-2.75 1.22474
-2.75001 1.21359
-2.75004 1.20243
-2.75007 1.19128
-2.75012 1.18013
-2.75017 1.16898
-2.75024 1.15784
-2.75031 1.1467
-2.75039 1.13557
-2.75049 1.12444
-2.75059 1.11333
-2.7507 1.10223
-2.75083 1.09113
-2.75096 1.08005
-2.7511 1.06898
-2.75125 1.05793
-2.75142 1.04689
-2.75159 1.03586
-2.75177 1.02485
-2.75196 1.01386
-2.75216 1.00289
-2.75237 0.991942
-2.75259 0.981012
-2.75282 0.970103
-2.75306 0.959217
-2.7533 0.948354
-2.75356 0.937516
-2.75383 0.926703
-2.75411 0.915917
-2.75439 0.905159
-2.75469 0.894429
-2.75499 0.883728
-2.75531 0.873057
-2.75563 0.862417
-2.75596 0.85181
-2.7563 0.841235
-2.75666 0.830694
-2.75702 0.820188
-2.75739 0.809718
-2.75776 0.799284
-2.75815 0.788887
-2.75855 0.778529
-2.75895 0.768209
-2.75937 0.75793
-2.75979 0.747691
-2.76023 0.737494
-2.76067 0.727339
-2.76112 0.717228
-2.76158 0.70716
-2.76204 0.697137
-2.76252 0.68716
-2.763 0.677229
-2.7635 0.667345
-2.764 0.65751
-2.76451 0.647722
-2.76503 0.637984
-2.76555 0.628297
-2.76609 0.61866
-2.76663 0.609074
-2.76718 0.599541
-2.76774 0.590061
-2.76831 0.580634
-2.76889 0.571261
-2.76947 0.561944
-2.77006 0.552682
-2.77066 0.543476
-2.77127 0.534327
-2.77188 0.525235
-2.77251 0.516202
-2.77314 0.507227
-2.77378 0.498311
-2.77442 0.489455
-2.77508 0.48066
-2.77574 0.471925
-2.7764 0.463252
-2.77708 0.454641
-2.77776 0.446093
-2.77845 0.437607
-2.77915 0.429185
-2.77985 0.420827
-2.78056 0.412534
-2.78128 0.404305
-2.78201 0.396142
-2.78274 0.388045
-2.78348 0.380014
-2.78422 0.372049
-2.78497 0.364152
-2.78573 0.356323
-2.78649 0.348561
-2.78727 0.340868
-2.78804 0.333243
-2.78883 0.325687
-2.78962 0.318201
-2.79041 0.310784
-2.79122 0.303437
-2.79202 0.296161
-2.79284 0.288955
-2.79366 0.28182
-2.79448 0.274757
-2.79532 0.267765
-2.79615 0.260844
-2.797 0.253996
-2.79785 0.24722
-2.7987 0.240516
-2.79956 0.233885
-2.80042 0.227327
-2.80129 0.220841
-2.80217 0.21443
-2.80305 0.208091
-2.80394 0.201826
-2.80483 0.195635
-2.80572 0.189518
-2.80662 0.183475
-2.80753 0.177506
-2.80844 0.171611
-2.80936 0.165791
-2.81028 0.160045
-2.8112 0.154374
-2.81213 0.148777
-2.81306 0.143255
-2.814 0.137808
-2.81494 0.132436
-2.81589 0.127138
-2.81684 0.121916
-2.8178 0.116768
-2.81875 0.111696
-2.81972 0.106698
-2.82068 0.101775
-2.82165 0.0969277
-2.82263 0.0921549
-2.82361 0.0874569
-2.82459 0.0828338
-2.82558 0.0782855
-2.82656 0.073812
-2.82756 0.0694132
-2.82855 0.065089
-2.82955 0.0608394
-2.83056 0.0566643
-2.83156 0.0525635
-2.83257 0.0485371
-2.83358 0.0445848
-2.8346 0.0407066
-2.83562 0.0369023
-2.83664 0.0331719
-2.83766 0.0295152
-2.83869 0.025932
-2.83972 0.0224222
-2.84075 0.0189857
-2.84179 0.0156222
-2.84283 0.0123317
-2.84387 0.00911397
-2.84491 0.00596878
-2.84596 0.00289599
-2.847 -0.000104602
-2.84805 -0.00303319
-2.84911 -0.00588998
-2.85016 -0.00867518
-2.85122 -0.011389
-2.85228 -0.0140317
-2.85334 -0.0166034
-2.8544 -0.0191044
-2.85546 -0.0215349
-2.85653 -0.0238953
-2.8576 -0.0261856
-2.85867 -0.0284062
-2.85974 -0.0305573
-2.86082 -0.0326391
-2.86189 -0.034652
-2.86297 -0.0365962
-2.86405 -0.038472
-2.86513 -0.0402797
-2.86621 -0.0420194
-2.86729 -0.0436916
-2.86837 -0.0452965
-2.86946 -0.0468344
-2.87054 -0.0483055
-2.87163 -0.0497103
-2.87272 -0.0510489
-2.87381 -0.0523218
-2.8749 -0.0535291
-2.87599 -0.0546713
-2.87709 -0.0557486
-2.87818 -0.0567613
-2.87927 -0.0577098
-2.88037 -0.0585944
-2.88147 -0.0594155
-2.88256 -0.0601733
-2.88366 -0.0608682
-2.88476 -0.0615005
-2.88586 -0.0620705
-2.88696 -0.0625787
-2.88806 -0.0630253
-2.88916 -0.0634107
-2.89026 -0.0637352
-2.89136 -0.0639992
-2.89246 -0.0642031
-2.89356 -0.0643471
-2.89466 -0.0644317
-2.89577 -0.0644571
-2.89687 -0.0644239
-2.89797 -0.0643322
-2.89907 -0.0641825
-2.90018 -0.0639751
-2.90128 -0.0637104
-2.90238 -0.0633888
-2.90348 -0.0630107
-2.90459 -0.0625763
-2.90569 -0.0620861
-2.90679 -0.0615404
-2.90789 -0.0609396
-2.909 -0.0602841
