E M
-2.75 1.22474
-2.75 1.21361
-2.75 1.20247
-2.75001 1.19134
-2.75004 1.18021
-2.75007 1.16908
-2.75012 1.15796
-2.75017 1.14684
-2.75024 1.13573
-2.75031 1.12463
-2.7504 1.11354
-2.75049 1.10245
-2.75059 1.09138
-2.75071 1.08032
-2.75083 1.06927
-2.75097 1.05824
-2.75111 1.04722
-2.75126 1.03622
-2.75143 1.02523
-2.7516 1.01426
-2.75178 1.00331
-2.75197 0.992385
-2.75217 0.981476
-2.75239 0.97059
-2.75261 0.959726
-2.75284 0.948885
-2.75308 0.938069
-2.75333 0.927279
-2.75359 0.916516
-2.75386 0.90578
-2.75414 0.895072
-2.75442 0.884394
-2.75472 0.873745
-2.75503 0.863128
-2.75534 0.852544
-2.75567 0.841992
-2.75601 0.831474
-2.75635 0.820991
-2.7567 0.810543
-2.75707 0.800132
-2.75744 0.789758
-2.75782 0.779423
-2.75821 0.769127
-2.75861 0.75887
-2.75902 0.748655
-2.75943 0.738481
-2.75986 0.728349
-2.7603 0.718261
-2.76074 0.708216
-2.76119 0.698217
-2.76165 0.688263
-2.76212 0.678355
-2.7626 0.668495
-2.76309 0.658683
-2.76358 0.648919
-2.76409 0.639204
-2.7646 0.62954
-2.76512 0.619927
-2.76565 0.610365
-2.76619 0.600855
-2.76674 0.591398
-2.76729 0.581995
-2.76785 0.572646
-2.76842 0.563352
-2.769 0.554114
-2.76959 0.544932
-2.77018 0.535807
-2.77079 0.526739
-2.7714 0.517729
-2.77201 0.508778
-2.77264 0.499886
-2.77327 0.491054
-2.77391 0.482283
-2.77456 0.473572
-2.77522 0.464923
-2.77588 0.456336
-2.77655 0.447811
-2.77723 0.439349
-2.77791 0.430951
-2.77861 0.422618
-2.7793 0.414348
-2.78001 0.406144
-2.78072 0.398005
-2.78144 0.389931
-2.78217 0.381925
-2.7829 0.373985
-2.78364 0.366112
-2.78439 0.358306
-2.78514 0.350569
-2.7859 0.3429
-2.78667 0.335299
-2.78744 0.327768
-2.78822 0.320306
-2.78901 0.312913
-2.7898 0.305591
-2.7906 0.298339
-2.7914 0.291158
-2.79221 0.284048
-2.79303 0.277008
-2.79385 0.270041
-2.79468 0.263145
-2.79551 0.256321
-2.79635 0.24957
-2.79719 0.242891
-2.79804 0.236284
-2.7989 0.229751
-2.79976 0.223291
-2.80062 0.216903
-2.80149 0.21059
-2.80237 0.20435
-2.80325 0.198184
-2.80414 0.192092
-2.80503 0.186073
-2.80592 0.180129
-2.80683 0.17426
-2.80773 0.168465
-2.80864 0.162744
-2.80956 0.157098
-2.81048 0.151526
-2.8114 0.14603
-2.81233 0.140608
-2.81326 0.135261
-2.8142 0.129989
-2.81514 0.124792
-2.81609 0.11967
-2.81704 0.114623
-2.81799 0.109651
-2.81895 0.104754
-2.81991 0.0999318
-2.82088 0.0951847
-2.82185 0.0905125
-2.82282 0.0859153
-2.8238 0.0813929
-2.82478 0.0769453
-2.82577 0.0725725
-2.82675 0.0682743
-2.82774 0.0640508
-2.82874 0.0599019
-2.82974 0.0558273
-2.83074 0.0518271
-2.83174 0.0479012
-2.83275 0.0440493
-2.83376 0.0402715
-2.83477 0.0365676
-2.83579 0.0329374
-2.83681 0.0293808
-2.83783 0.0258977
-2.83886 0.022488
-2.83989 0.0191513
-2.84092 0.0158877
-2.84195 0.0126968
-2.84298 0.00957865
-2.84402 0.00653292
-2.84506 0.00355945
-2.84611 0.000658041
-2.84715 -0.0021715
-2.8482 -0.00492937
-2.84925 -0.00761581
-2.8503 -0.010231
-2.85135 -0.0127752
-2.85241 -0.0152486
-2.85347 -0.0176515
-2.85452 -0.0199841
-2.85559 -0.0222466
-2.85665 -0.0244393
-2.85771 -0.0265625
-2.85878 -0.0286163
-2.85985 -0.0306011
-2.86092 -0.0325172
-2.86199 -0.0343647
-2.86306 -0.0361441
-2.86414 -0.0378554
-2.86521 -0.0394992
-2.86629 -0.0410755
-2.86737 -0.0425848
-2.86845 -0.0440273
-2.86953 -0.0454033
-2.87061 -0.0467131
-2.8717 -0.047957
-2.87278 -0.0491354
-2.87387 -0.0502485
-2.87495 -0.0512966
-2.87604 -0.0522802
-2.87713 -0.0531994
-2.87822 -0.0540546
-2.87931 -0.0548462
-2.8804 -0.0555745
-2.88149 -0.0562398
-2.88258 -0.0568424
-2.88368 -0.0573828
-2.88477 -0.0578611
-2.88586 -0.0582778
-2.88696 -0.0586332
-2.88805 -0.0589277
-2.88915 -0.0591616
-2.89024 -0.0593352
-2.89134 -0.0594489
-2.89243 -0.0595031
-2.89353 -0.0594982
-2.89463 -0.0594344
-2.89572 -0.0593121
-2.89682 -0.0591317
-2.89792 -0.0588936
-2.89902 -0.0585981
-2.90011 -0.0582456
-2.90121 -0.0578364
-2.90231 -0.057371
-2.90341 -0.0568497
-2.9045 -0.0562728
-2.9056 -0.0556407
-2.9067 -0.0549539
-2.90779 -0.0542126
-2.90889 -0.0534173
-2.90999 -0.0525683
-2.91108 -0.0516659
-2.91218 -0.0507107
-2.91327 -0.0497029
-2.91437 -0.0486429
-2.91546 -0.0475311
-2.91656 -0.0463679
-2.91765 -0.0451536
-2.91874 -0.0438887
-2.91984 -0.0425735
-2.92093 -0.0412083
-2.92202 -0.0397936
-2.92311 -0.0383298
-2.9242 -0.0368172
-2.92529 -0.0352561
-2.92638 -0.0336471
-2.92747 -0.0319904
-2.92855 -0.0302864
-2.92964 -0.0285355
-2.93073 -0.0267381
-2.93181 -0.0248946
-2.93289 -0.0230053
-2.93398 -0.0210706
-2.93506 -0.0190909
-2.93614 -0.0170665
-2.93722 -0.0149979
-2.9383 -0.0128854
-2.93938 -0.0107294
-2.94046 -0.00853026
-2.94153 -0.00628832
-2.94261 -0.00400398
-2.94368 -0.00167761
-2.94476 0.000690427
-2.94583 0.00309976
-2.9469 0.00555001
-2.94797 0.00804083
-2.94904 0.0105718
-2.9501 0.0131427
-2.95117 0.015753
-2.95223 0.0184024
-2.9533 0.0210905
-2.95436 0.023817
-2.95542 0.0265816
-2.95648 0.0293838
-2.95754 0.0322232
-2.9586 0.0350997
-2.95965 0.0380127
-2.96071 0.040962
-2.96176 0.0439471
-2.96281 0.0469678
-2.96386 0.0500236
-2.96491 0.0531143
-2.96596 0.0562395
-2.967 0.0593988
-2.96805 0.0625918
-2.96909 0.0658184
-2.97013 0.069078
-2.97117 0.0723704
-2.97221 0.0756952
-2.97324 0.0790521
-2.97428 0.0824408
-2.97531 0.0858608
-2.97634 0.089312
-2.97737 0.0927939
-2.9784 0.0963062
-2.97943 0.0998486
-2.98045 0.103421
-2.98148 0.107022
-2.9825 0.110653
-2.98352 0.114312
-2.98454 0.118
-2.98556 0.121716
-2.98657 0.12546
-2.98758 0.129232
-2.9886 0.13303
-2.98961 0.136856
-2.99061 0.140708
-2.99162 0.144586
-2.99263 0.148491
-2.99363 0.15242
-2.99463 0.156376
-2.99563 0.160356
-2.99663 0.164361
-2.99762 0.16839
-2.99862 0.172444
-2.99961 0.176521
-2.9994 0.180622
-2.99841 0.184746
-2.99743 0.188894
-2.99644 0.193063
-2.99546 0.197256
-2.99448 0.20147
-2.9935 0.205706
-2.99252 0.209964
-2.99155 0.214242
-2.99057 0.218542
-2.9896 0.222863
-2.98863 0.227204
-2.98766 0.231565
-2.9867 0.235946
-2.98573 0.240346
-2.98477 0.244766
-2.98381 0.249205
-2.98285 0.253662
-2.9819 0.258138
-2.98094 0.262633
-2.97999 0.267145
-2.97904 0.271675
-2.97809 0.276223
-2.97714 0.280788
-2.9762 0.28537
-2.97526 0.289968
-2.97432 0.294583
-2.97338 0.299214
-2.97244 0.303862
-2.9715 0.308524
-2.97057 0.313203
-2.96964 0.317897
-2.96871 0.322605
-2.96779 0.327329
-2.96686 0.332066
-2.96594 0.336819
-2.96502 0.341585
-2.9641 0.346365
-2.96318 0.351159
-2.96227 0.355966
-2.96135 0.360786
-2.96044 0.365619
-2.95953 0.370465
-2.95863 0.375323
-2.95772 0.380194
-2.95682 0.385076
-2.95592 0.38997
-2.95502 0.394876
-2.95412 0.399794
-2.95323 0.404722
-2.95233 0.409662
-2.95144 0.414612
-2.95055 0.419572
-2.94967 0.424543
-2.94878 0.429525
-2.9479 0.434516
-2.94702 0.439517
-2.94614 0.444527
-2.94526 0.449547
-2.94439 0.454575
-2.94351 0.459613
-2.94264 0.46466
-2.94177 0.469715
-2.94091 0.474778
-2.94004 0.47985
-2.93918 0.484929
-2.93832 0.490016
-2.93746 0.495111
-2.9366 0.500214
-2.93575 0.505323
-2.9349 0.51044
-2.93405 0.515564
-2.9332 0.520694
-2.93235 0.525831
-2.9315 0.530974
-2.93066 0.536123
-2.92982 0.541279
-2.92898 0.54644
-2.92815 0.551607
-2.92731 0.556779
-2.92648 0.561957
